,Hybrid,Hybrid_Parent1,Hybrid_Parent2,hybrid_occurrences,p1_children,p2_children
3701,W10004_0166/PHP02,W10004_0166,PHP02,26,3,382
3702,W10004_0166/PHZ51,W10004_0166,PHZ51,46,3,670
3703,W10004_0167/PHK76,W10004_0167,PHK76,21,3,384
3704,W10004_0167/PHP02,W10004_0167,PHP02,28,3,382
3705,W10004_0167/PHZ51,W10004_0167,PHZ51,21,3,670
3706,W10004_0168/PHK76,W10004_0168,PHK76,20,3,384
3707,W10004_0168/PHP02,W10004_0168,PHP02,28,3,382
3708,W10004_0168/PHZ51,W10004_0168,PHZ51,46,3,670
3709,W10004_0169/PHK76,W10004_0169,PHK76,18,3,384
3710,W10004_0169/PHP02,W10004_0169,PHP02,25,3,382
3711,W10004_0169/PHZ51,W10004_0169,PHZ51,21,3,670
3712,W10004_0171/PHK76,W10004_0171,PHK76,20,3,384
3713,W10004_0171/PHP02,W10004_0171,PHP02,27,3,382
3714,W10004_0171/PHZ51,W10004_0171,PHZ51,17,3,670
3715,W10004_0178/DK3IIH6,W10004_0178,DK3IIH6,34,4,153
3716,W10004_0178/PHK76,W10004_0178,PHK76,20,4,384
3717,W10004_0178/PHP02,W10004_0178,PHP02,25,4,382
3718,W10004_0178/PHZ51,W10004_0178,PHZ51,22,4,670
3719,W10004_0179/PHK76,W10004_0179,PHK76,21,3,384
3720,W10004_0179/PHP02,W10004_0179,PHP02,27,3,382
3721,W10004_0179/PHZ51,W10004_0179,PHZ51,22,3,670
3722,W10004_0185/PHK76,W10004_0185,PHK76,21,3,384
3723,W10004_0185/PHP02,W10004_0185,PHP02,28,3,382
3724,W10004_0185/PHZ51,W10004_0185,PHZ51,44,3,670
3725,W10004_0189/PHK76,W10004_0189,PHK76,17,3,384
3726,W10004_0189/PHP02,W10004_0189,PHP02,27,3,382
3727,W10004_0189/PHZ51,W10004_0189,PHZ51,19,3,670
3728,W10004_0190/PHK76,W10004_0190,PHK76,19,3,384
3729,W10004_0190/PHP02,W10004_0190,PHP02,27,3,382
3730,W10004_0190/PHZ51,W10004_0190,PHZ51,46,3,670
3731,W10004_0192/PHK76,W10004_0192,PHK76,19,3,384
3732,W10004_0192/PHP02,W10004_0192,PHP02,27,3,382
3733,W10004_0192/PHZ51,W10004_0192,PHZ51,44,3,670
3734,W10004_0194/PHK76,W10004_0194,PHK76,20,3,384
3735,W10004_0194/PHP02,W10004_0194,PHP02,25,3,382
3736,W10004_0194/PHZ51,W10004_0194,PHZ51,21,3,670
3737,W10004_0196/PHK76,W10004_0196,PHK76,21,3,384
3738,W10004_0196/PHP02,W10004_0196,PHP02,26,3,382
3739,W10004_0196/PHZ51,W10004_0196,PHZ51,20,3,670
3740,W10004_0197/PHK76,W10004_0197,PHK76,19,3,384
3741,W10004_0197/PHP02,W10004_0197,PHP02,27,3,382
3742,W10004_0197/PHZ51,W10004_0197,PHZ51,44,3,670
3743,W10004_0199/PHK76,W10004_0199,PHK76,19,3,384
3744,W10004_0199/PHP02,W10004_0199,PHP02,26,3,382
3745,W10004_0199/PHZ51,W10004_0199,PHZ51,45,3,670
3746,W10004_0200/PHK76,W10004_0200,PHK76,20,3,384
3747,W10004_0200/PHP02,W10004_0200,PHP02,28,3,382
3748,W10004_0200/PHZ51,W10004_0200,PHZ51,44,3,670
3749,W10004_0203/PHK76,W10004_0203,PHK76,20,3,384
3750,W10004_0203/PHP02,W10004_0203,PHP02,25,3,382
3751,W10004_0203/PHZ51,W10004_0203,PHZ51,46,3,670
3752,W10004_0204/LH198,W10004_0204,LH198,3,5,213
3753,W10004_0204/LH82,W10004_0204,LH82,8,5,205
3754,W10004_0204/PHK76,W10004_0204,PHK76,20,5,384
3755,W10004_0204/PHP02,W10004_0204,PHP02,27,5,382
3756,W10004_0204/PHZ51,W10004_0204,PHZ51,60,5,670
3757,W10004_0206/PHK76,W10004_0206,PHK76,21,3,384
3758,W10004_0206/PHP02,W10004_0206,PHP02,26,3,382
3759,W10004_0206/PHZ51,W10004_0206,PHZ51,46,3,670
3760,W10004_0208/DK3IIH6,W10004_0208,DK3IIH6,63,2,153
3761,W10004_0208/PHZ51,W10004_0208,PHZ51,6,2,670
3762,W10004_0212/DK3IIH6,W10004_0212,DK3IIH6,66,4,153
3763,W10004_0212/PHK76,W10004_0212,PHK76,20,4,384
3764,W10004_0212/PHP02,W10004_0212,PHP02,27,4,382
3765,W10004_0212/PHZ51,W10004_0212,PHZ51,45,4,670
3766,W10004_0213/PHK76,W10004_0213,PHK76,20,3,384
3767,W10004_0213/PHP02,W10004_0213,PHP02,25,3,382
3768,W10004_0213/PHZ51,W10004_0213,PHZ51,45,3,670
3769,W10004_0216/LH82,W10004_0216,LH82,24,2,205
3770,W10004_0216/PHZ51,W10004_0216,PHZ51,154,2,670
3771,W10004_0217/PHK76,W10004_0217,PHK76,20,3,384
3772,W10004_0217/PHP02,W10004_0217,PHP02,27,3,382
3773,W10004_0217/PHZ51,W10004_0217,PHZ51,45,3,670
3774,W10004_0220/PHK76,W10004_0220,PHK76,20,3,384
3775,W10004_0220/PHP02,W10004_0220,PHP02,28,3,382
3776,W10004_0220/PHZ51,W10004_0220,PHZ51,46,3,670
3777,W10004_0221/PHK76,W10004_0221,PHK76,19,3,384
3778,W10004_0221/PHP02,W10004_0221,PHP02,25,3,382
3779,W10004_0221/PHZ51,W10004_0221,PHZ51,44,3,670
3780,W10004_0223/PHK76,W10004_0223,PHK76,20,3,384
3781,W10004_0223/PHP02,W10004_0223,PHP02,26,3,382
3782,W10004_0223/PHZ51,W10004_0223,PHZ51,45,3,670
3783,W10004_0224/PHK76,W10004_0224,PHK76,21,3,384
3784,W10004_0224/PHP02,W10004_0224,PHP02,25,3,382
3785,W10004_0224/PHZ51,W10004_0224,PHZ51,45,3,670
3786,W10004_0225/DK3IIH6,W10004_0225,DK3IIH6,66,4,153
3787,W10004_0225/PHK76,W10004_0225,PHK76,20,4,384
3788,W10004_0225/PHP02,W10004_0225,PHP02,26,4,382
3789,W10004_0225/PHZ51,W10004_0225,PHZ51,45,4,670
3790,W10004_0227/LH195,W10004_0227,LH195,8,5,809
3791,W10004_0227/LH82,W10004_0227,LH82,24,5,205
3792,W10004_0227/PHK76,W10004_0227,PHK76,24,5,384
3793,W10004_0227/PHP02,W10004_0227,PHP02,27,5,382
3794,W10004_0227/PHZ51,W10004_0227,PHZ51,70,5,670
3795,W10004_0231/PHK76,W10004_0231,PHK76,20,3,384
3796,W10004_0231/PHP02,W10004_0231,PHP02,26,3,382
3797,W10004_0231/PHZ51,W10004_0231,PHZ51,45,3,670
3798,W10004_0232/LH185,W10004_0232,LH185,6,3,229
3799,W10004_0232/LH198,W10004_0232,LH198,3,3,213
3800,W10004_0232/PHZ51,W10004_0232,PHZ51,14,3,670
3801,W10004_0236/PHK76,W10004_0236,PHK76,20,3,384
3802,W10004_0236/PHP02,W10004_0236,PHP02,26,3,382
3803,W10004_0236/PHZ51,W10004_0236,PHZ51,20,3,670
3804,W10004_0238/PHK76,W10004_0238,PHK76,21,3,384
3805,W10004_0238/PHP02,W10004_0238,PHP02,25,3,382
3806,W10004_0238/PHZ51,W10004_0238,PHZ51,21,3,670
3807,W10004_0241/PHK76,W10004_0241,PHK76,19,3,384
3808,W10004_0241/PHP02,W10004_0241,PHP02,27,3,382
3809,W10004_0241/PHZ51,W10004_0241,PHZ51,46,3,670
3810,W10004_0242/PHK76,W10004_0242,PHK76,17,3,384
3811,W10004_0242/PHP02,W10004_0242,PHP02,27,3,382
3812,W10004_0242/PHZ51,W10004_0242,PHZ51,21,3,670
3813,W10004_0248/LH82,W10004_0248,LH82,24,2,205
3814,W10004_0248/PHZ51,W10004_0248,PHZ51,24,2,670
3815,W10004_0251/PHZ51,W10004_0251,PHZ51,3,1,670
3816,W10004_0253/PHK76,W10004_0253,PHK76,21,3,384
3817,W10004_0253/PHP02,W10004_0253,PHP02,29,3,382
3818,W10004_0253/PHZ51,W10004_0253,PHZ51,22,3,670
3819,W10004_0254/PHK76,W10004_0254,PHK76,21,3,384
3820,W10004_0254/PHP02,W10004_0254,PHP02,26,3,382
3821,W10004_0254/PHZ51,W10004_0254,PHZ51,45,3,670
3822,W10004_0256/PHK76,W10004_0256,PHK76,18,3,384
3823,W10004_0256/PHP02,W10004_0256,PHP02,26,3,382
3824,W10004_0256/PHZ51,W10004_0256,PHZ51,21,3,670
3825,W10004_0258/DK3IIH6,W10004_0258,DK3IIH6,66,4,153
3826,W10004_0258/PHK76,W10004_0258,PHK76,21,4,384
3827,W10004_0258/PHP02,W10004_0258,PHP02,27,4,382
3828,W10004_0258/PHZ51,W10004_0258,PHZ51,46,4,670
3829,W10004_0261/PHK76,W10004_0261,PHK76,20,3,384
3830,W10004_0261/PHP02,W10004_0261,PHP02,25,3,382
3831,W10004_0261/PHZ51,W10004_0261,PHZ51,45,3,670
3832,W10004_0262/PHK76,W10004_0262,PHK76,19,3,384
3833,W10004_0262/PHP02,W10004_0262,PHP02,26,3,382
3834,W10004_0262/PHZ51,W10004_0262,PHZ51,45,3,670
3835,W10004_0264/PHK76,W10004_0264,PHK76,20,3,384
3836,W10004_0264/PHP02,W10004_0264,PHP02,27,3,382
3837,W10004_0264/PHZ51,W10004_0264,PHZ51,45,3,670
3838,W10004_0268/PHK76,W10004_0268,PHK76,20,3,384
3839,W10004_0268/PHP02,W10004_0268,PHP02,27,3,382
3840,W10004_0268/PHZ51,W10004_0268,PHZ51,46,3,670
3841,W10004_0270/PHK76,W10004_0270,PHK76,21,3,384
3842,W10004_0270/PHP02,W10004_0270,PHP02,27,3,382
3843,W10004_0270/PHZ51,W10004_0270,PHZ51,21,3,670
3844,W10004_0271/PHK76,W10004_0271,PHK76,20,3,384
3845,W10004_0271/PHP02,W10004_0271,PHP02,27,3,382
3846,W10004_0271/PHZ51,W10004_0271,PHZ51,20,3,670
3847,W10004_0275/PHZ51,W10004_0275,PHZ51,5,1,670
3848,W10004_0276/PHK76,W10004_0276,PHK76,20,3,384
3849,W10004_0276/PHP02,W10004_0276,PHP02,27,3,382
3850,W10004_0276/PHZ51,W10004_0276,PHZ51,45,3,670
3851,W10004_0290/PHK76,W10004_0290,PHK76,24,3,384
3852,W10004_0290/PHP02,W10004_0290,PHP02,26,3,382
3853,W10004_0290/PHZ51,W10004_0290,PHZ51,20,3,670
3854,W10004_0291/PHK76,W10004_0291,PHK76,19,3,384
3855,W10004_0291/PHP02,W10004_0291,PHP02,26,3,382
3856,W10004_0291/PHZ51,W10004_0291,PHZ51,21,3,670
3857,W10004_0292/DK3IIH6,W10004_0292,DK3IIH6,65,4,153
3858,W10004_0292/PHK76,W10004_0292,PHK76,20,4,384
3859,W10004_0292/PHP02,W10004_0292,PHP02,26,4,382
3860,W10004_0292/PHZ51,W10004_0292,PHZ51,46,4,670
3861,W10004_0299/PHK76,W10004_0299,PHK76,20,3,384
3862,W10004_0299/PHP02,W10004_0299,PHP02,25,3,382
3863,W10004_0299/PHZ51,W10004_0299,PHZ51,44,3,670
3864,W10004_0306/PHK76,W10004_0306,PHK76,20,3,384
3865,W10004_0306/PHP02,W10004_0306,PHP02,26,3,382
3866,W10004_0306/PHZ51,W10004_0306,PHZ51,45,3,670
3867,W10004_0308/PHK76,W10004_0308,PHK76,20,3,384
3868,W10004_0308/PHP02,W10004_0308,PHP02,27,3,382
3869,W10004_0308/PHZ51,W10004_0308,PHZ51,44,3,670
3870,W10004_0309/PHK76,W10004_0309,PHK76,20,3,384
3871,W10004_0309/PHP02,W10004_0309,PHP02,27,3,382
3872,W10004_0309/PHZ51,W10004_0309,PHZ51,21,3,670
3873,W10004_0310/PHK76,W10004_0310,PHK76,21,3,384
3874,W10004_0310/PHP02,W10004_0310,PHP02,27,3,382
3875,W10004_0310/PHZ51,W10004_0310,PHZ51,20,3,670
3876,W10004_0311/PHK76,W10004_0311,PHK76,21,3,384
3877,W10004_0311/PHP02,W10004_0311,PHP02,27,3,382
3878,W10004_0311/PHZ51,W10004_0311,PHZ51,22,3,670
3879,W10004_0327/PHK76,W10004_0327,PHK76,20,3,384
3880,W10004_0327/PHP02,W10004_0327,PHP02,26,3,382
3881,W10004_0327/PHZ51,W10004_0327,PHZ51,21,3,670
3882,W10004_0329/PHK76,W10004_0329,PHK76,21,3,384
3883,W10004_0329/PHP02,W10004_0329,PHP02,26,3,382
3884,W10004_0329/PHZ51,W10004_0329,PHZ51,20,3,670
3885,W10004_0336/PHK76,W10004_0336,PHK76,21,3,384
3886,W10004_0336/PHP02,W10004_0336,PHP02,26,3,382
3887,W10004_0336/PHZ51,W10004_0336,PHZ51,21,3,670
3888,W10004_0344/PHK76,W10004_0344,PHK76,21,3,384
3889,W10004_0344/PHP02,W10004_0344,PHP02,27,3,382
3890,W10004_0344/PHZ51,W10004_0344,PHZ51,44,3,670
3891,W10004_0346/PHK76,W10004_0346,PHK76,20,3,384
3892,W10004_0346/PHP02,W10004_0346,PHP02,26,3,382
3893,W10004_0346/PHZ51,W10004_0346,PHZ51,21,3,670
3894,W10004_0361/PHK76,W10004_0361,PHK76,21,3,384
3895,W10004_0361/PHP02,W10004_0361,PHP02,27,3,382
3896,W10004_0361/PHZ51,W10004_0361,PHZ51,22,3,670
3897,W10004_0362/PHK76,W10004_0362,PHK76,22,3,384
3898,W10004_0362/PHP02,W10004_0362,PHP02,25,3,382
3899,W10004_0362/PHZ51,W10004_0362,PHZ51,21,3,670
3900,W10004_0380/PHK76,W10004_0380,PHK76,19,3,384
3901,W10004_0380/PHP02,W10004_0380,PHP02,27,3,382
3902,W10004_0380/PHZ51,W10004_0380,PHZ51,46,3,670
3903,W10004_0381/PHK76,W10004_0381,PHK76,18,3,384
3904,W10004_0381/PHP02,W10004_0381,PHP02,27,3,382
3905,W10004_0381/PHZ51,W10004_0381,PHZ51,45,3,670
3906,W10004_0383/PHK76,W10004_0383,PHK76,20,3,384
3907,W10004_0383/PHP02,W10004_0383,PHP02,25,3,382
3908,W10004_0383/PHZ51,W10004_0383,PHZ51,44,3,670
3909,W10004_0389/PHK76,W10004_0389,PHK76,21,3,384
3910,W10004_0389/PHP02,W10004_0389,PHP02,27,3,382
3911,W10004_0389/PHZ51,W10004_0389,PHZ51,45,3,670
3912,W10004_0393/PHK76,W10004_0393,PHK76,20,3,384
3913,W10004_0393/PHP02,W10004_0393,PHP02,27,3,382
3914,W10004_0393/PHZ51,W10004_0393,PHZ51,22,3,670
3915,W10004_0394/PHK76,W10004_0394,PHK76,19,3,384
3916,W10004_0394/PHP02,W10004_0394,PHP02,27,3,382
3917,W10004_0394/PHZ51,W10004_0394,PHZ51,21,3,670
3918,W10004_0395/PHK76,W10004_0395,PHK76,19,3,384
3919,W10004_0395/PHP02,W10004_0395,PHP02,25,3,382
3920,W10004_0395/PHZ51,W10004_0395,PHZ51,22,3,670
3921,W10004_0396/PHK76,W10004_0396,PHK76,26,3,384
3922,W10004_0396/PHP02,W10004_0396,PHP02,27,3,382
3923,W10004_0396/PHZ51,W10004_0396,PHZ51,22,3,670
3924,W10004_0403/PHK76,W10004_0403,PHK76,19,3,384
3925,W10004_0403/PHP02,W10004_0403,PHP02,24,3,382
3926,W10004_0403/PHZ51,W10004_0403,PHZ51,45,3,670
3927,W10004_0409/PHK76,W10004_0409,PHK76,19,3,384
3928,W10004_0409/PHP02,W10004_0409,PHP02,28,3,382
3929,W10004_0409/PHZ51,W10004_0409,PHZ51,46,3,670
3930,W10004_0410/PHK76,W10004_0410,PHK76,20,3,384
3931,W10004_0410/PHP02,W10004_0410,PHP02,26,3,382
3932,W10004_0410/PHZ51,W10004_0410,PHZ51,45,3,670
3933,W10004_0412/PHK76,W10004_0412,PHK76,19,3,384
3934,W10004_0412/PHP02,W10004_0412,PHP02,26,3,382
3935,W10004_0412/PHZ51,W10004_0412,PHZ51,20,3,670
3936,W10004_0417/PHK76,W10004_0417,PHK76,19,3,384
3937,W10004_0417/PHP02,W10004_0417,PHP02,25,3,382
3938,W10004_0417/PHZ51,W10004_0417,PHZ51,21,3,670
3939,W10004_0419/PHK76,W10004_0419,PHK76,19,3,384
3940,W10004_0419/PHP02,W10004_0419,PHP02,27,3,382
3941,W10004_0419/PHZ51,W10004_0419,PHZ51,45,3,670
3942,W10004_0424/PHK76,W10004_0424,PHK76,20,3,384
3943,W10004_0424/PHP02,W10004_0424,PHP02,26,3,382
3944,W10004_0424/PHZ51,W10004_0424,PHZ51,21,3,670
3945,W10004_0427/PHK76,W10004_0427,PHK76,19,3,384
3946,W10004_0427/PHP02,W10004_0427,PHP02,26,3,382
3947,W10004_0427/PHZ51,W10004_0427,PHZ51,45,3,670
3948,W10004_0430/PHK76,W10004_0430,PHK76,19,3,384
3949,W10004_0430/PHP02,W10004_0430,PHP02,26,3,382
3950,W10004_0430/PHZ51,W10004_0430,PHZ51,45,3,670
3951,W10004_0465/PHK76,W10004_0465,PHK76,20,3,384
3952,W10004_0465/PHP02,W10004_0465,PHP02,26,3,382
3953,W10004_0465/PHZ51,W10004_0465,PHZ51,46,3,670
3954,W10004_0467/PHK76,W10004_0467,PHK76,20,3,384
3955,W10004_0467/PHP02,W10004_0467,PHP02,27,3,382
3956,W10004_0467/PHZ51,W10004_0467,PHZ51,21,3,670
3957,W10004_0474/PHK76,W10004_0474,PHK76,20,3,384
3958,W10004_0474/PHP02,W10004_0474,PHP02,28,3,382
3959,W10004_0474/PHZ51,W10004_0474,PHZ51,44,3,670
3960,W10004_0476/PHK76,W10004_0476,PHK76,20,3,384
3961,W10004_0476/PHP02,W10004_0476,PHP02,28,3,382
3962,W10004_0476/PHZ51,W10004_0476,PHZ51,22,3,670
3963,W10004_0487/PHK76,W10004_0487,PHK76,19,3,384
3964,W10004_0487/PHP02,W10004_0487,PHP02,25,3,382
3965,W10004_0487/PHZ51,W10004_0487,PHZ51,45,3,670
3966,W10004_0498/PHK76,W10004_0498,PHK76,20,3,384
3967,W10004_0498/PHP02,W10004_0498,PHP02,26,3,382
3968,W10004_0498/PHZ51,W10004_0498,PHZ51,44,3,670
3969,W10004_0501/PHK76,W10004_0501,PHK76,21,3,384
3970,W10004_0501/PHP02,W10004_0501,PHP02,28,3,382
3971,W10004_0501/PHZ51,W10004_0501,PHZ51,44,3,670
3972,W10004_0505/PHK76,W10004_0505,PHK76,20,3,384
3973,W10004_0505/PHP02,W10004_0505,PHP02,27,3,382
3974,W10004_0505/PHZ51,W10004_0505,PHZ51,46,3,670
3975,W10004_0601/PHK76,W10004_0601,PHK76,20,3,384
3976,W10004_0601/PHP02,W10004_0601,PHP02,25,3,382
3977,W10004_0601/PHZ51,W10004_0601,PHZ51,45,3,670
3978,W10004_0602/PHK76,W10004_0602,PHK76,22,3,384
3979,W10004_0602/PHP02,W10004_0602,PHP02,26,3,382
3980,W10004_0602/PHZ51,W10004_0602,PHZ51,21,3,670
3981,W10004_0608/PHK76,W10004_0608,PHK76,19,3,384
3982,W10004_0608/PHP02,W10004_0608,PHP02,26,3,382
3983,W10004_0608/PHZ51,W10004_0608,PHZ51,45,3,670
3984,W10004_0609/PHZ51,W10004_0609,PHZ51,4,1,670
3985,W10004_0612/PHK76,W10004_0612,PHK76,20,3,384
3986,W10004_0612/PHP02,W10004_0612,PHP02,27,3,382
3987,W10004_0612/PHZ51,W10004_0612,PHZ51,44,3,670
3988,W10004_0614/PHK76,W10004_0614,PHK76,21,3,384
3989,W10004_0614/PHP02,W10004_0614,PHP02,26,3,382
3990,W10004_0614/PHZ51,W10004_0614,PHZ51,45,3,670
3991,W10004_0616/PHK76,W10004_0616,PHK76,21,3,384
3992,W10004_0616/PHP02,W10004_0616,PHP02,26,3,382
3993,W10004_0616/PHZ51,W10004_0616,PHZ51,46,3,670
3994,W10004_0618/PHK76,W10004_0618,PHK76,25,3,384
3995,W10004_0618/PHP02,W10004_0618,PHP02,27,3,382
3996,W10004_0618/PHZ51,W10004_0618,PHZ51,45,3,670
3997,W10004_0619/PHK76,W10004_0619,PHK76,20,3,384
3998,W10004_0619/PHP02,W10004_0619,PHP02,27,3,382
3999,W10004_0619/PHZ51,W10004_0619,PHZ51,45,3,670
4000,W10004_0620/PHK76,W10004_0620,PHK76,20,3,384
4001,W10004_0620/PHP02,W10004_0620,PHP02,27,3,382
4002,W10004_0620/PHZ51,W10004_0620,PHZ51,20,3,670
4003,W10004_0622/PHK76,W10004_0622,PHK76,19,3,384
4004,W10004_0622/PHP02,W10004_0622,PHP02,24,3,382
4005,W10004_0622/PHZ51,W10004_0622,PHZ51,22,3,670
4006,W10004_0624/PHK76,W10004_0624,PHK76,20,3,384
4007,W10004_0624/PHP02,W10004_0624,PHP02,24,3,382
4008,W10004_0624/PHZ51,W10004_0624,PHZ51,44,3,670
4009,W10004_0625/PHK76,W10004_0625,PHK76,19,3,384
4010,W10004_0625/PHP02,W10004_0625,PHP02,26,3,382
4011,W10004_0625/PHZ51,W10004_0625,PHZ51,46,3,670
4012,W10004_0626/PHK76,W10004_0626,PHK76,20,3,384
4013,W10004_0626/PHP02,W10004_0626,PHP02,27,3,382
4014,W10004_0626/PHZ51,W10004_0626,PHZ51,45,3,670
4015,W10004_0628/PHK76,W10004_0628,PHK76,22,3,384
4016,W10004_0628/PHP02,W10004_0628,PHP02,27,3,382
4017,W10004_0628/PHZ51,W10004_0628,PHZ51,45,3,670
4018,W10004_0631/PHK76,W10004_0631,PHK76,20,3,384
4019,W10004_0631/PHP02,W10004_0631,PHP02,27,3,382
4020,W10004_0631/PHZ51,W10004_0631,PHZ51,21,3,670
4021,W10004_0632/PHK76,W10004_0632,PHK76,19,3,384
4022,W10004_0632/PHP02,W10004_0632,PHP02,26,3,382
4023,W10004_0632/PHZ51,W10004_0632,PHZ51,21,3,670
4024,W10004_0636/PHK76,W10004_0636,PHK76,13,3,384
4025,W10004_0636/PHP02,W10004_0636,PHP02,25,3,382
4026,W10004_0636/PHZ51,W10004_0636,PHZ51,20,3,670
4027,W10004_0637/PHK76,W10004_0637,PHK76,20,3,384
4028,W10004_0637/PHP02,W10004_0637,PHP02,27,3,382
4029,W10004_0637/PHZ51,W10004_0637,PHZ51,45,3,670
4030,W10004_0639/PHK76,W10004_0639,PHK76,20,3,384
4031,W10004_0639/PHP02,W10004_0639,PHP02,26,3,382
4032,W10004_0639/PHZ51,W10004_0639,PHZ51,46,3,670
4033,W10004_0644/PHK76,W10004_0644,PHK76,20,3,384
4034,W10004_0644/PHP02,W10004_0644,PHP02,27,3,382
4035,W10004_0644/PHZ51,W10004_0644,PHZ51,46,3,670
4036,W10004_0645/PHK76,W10004_0645,PHK76,16,3,384
4037,W10004_0645/PHP02,W10004_0645,PHP02,26,3,382
4038,W10004_0645/PHZ51,W10004_0645,PHZ51,45,3,670
4039,W10004_0646/PHK76,W10004_0646,PHK76,21,3,384
4040,W10004_0646/PHP02,W10004_0646,PHP02,28,3,382
4041,W10004_0646/PHZ51,W10004_0646,PHZ51,46,3,670
4042,W10004_0649/PHK76,W10004_0649,PHK76,21,3,384
4043,W10004_0649/PHP02,W10004_0649,PHP02,28,3,382
4044,W10004_0649/PHZ51,W10004_0649,PHZ51,45,3,670
4045,W10004_0650/PHK76,W10004_0650,PHK76,16,3,384
4046,W10004_0650/PHP02,W10004_0650,PHP02,27,3,382
4047,W10004_0650/PHZ51,W10004_0650,PHZ51,21,3,670
4048,W10004_0651/PHK76,W10004_0651,PHK76,20,3,384
4049,W10004_0651/PHP02,W10004_0651,PHP02,26,3,382
4050,W10004_0651/PHZ51,W10004_0651,PHZ51,46,3,670
4051,W10004_0654/PHK76,W10004_0654,PHK76,19,3,384
4052,W10004_0654/PHP02,W10004_0654,PHP02,27,3,382
4053,W10004_0654/PHZ51,W10004_0654,PHZ51,45,3,670
4054,W10004_0658/PHK76,W10004_0658,PHK76,20,3,384
4055,W10004_0658/PHP02,W10004_0658,PHP02,27,3,382
4056,W10004_0658/PHZ51,W10004_0658,PHZ51,45,3,670
4057,W10004_0659/PHK76,W10004_0659,PHK76,20,3,384
4058,W10004_0659/PHP02,W10004_0659,PHP02,26,3,382
4059,W10004_0659/PHZ51,W10004_0659,PHZ51,21,3,670
4060,W10004_0661/PHK76,W10004_0661,PHK76,20,3,384
4061,W10004_0661/PHP02,W10004_0661,PHP02,25,3,382
4062,W10004_0661/PHZ51,W10004_0661,PHZ51,46,3,670
4063,W10004_0664/PHK76,W10004_0664,PHK76,19,3,384
4064,W10004_0664/PHP02,W10004_0664,PHP02,27,3,382
4065,W10004_0664/PHZ51,W10004_0664,PHZ51,22,3,670
4066,W10004_0665/PHZ51,W10004_0665,PHZ51,4,1,670
4067,W10004_0667/PHK76,W10004_0667,PHK76,19,3,384
4068,W10004_0667/PHP02,W10004_0667,PHP02,26,3,382
4069,W10004_0667/PHZ51,W10004_0667,PHZ51,45,3,670
4070,W10004_0669/PHK76,W10004_0669,PHK76,20,3,384
4071,W10004_0669/PHP02,W10004_0669,PHP02,26,3,382
4072,W10004_0669/PHZ51,W10004_0669,PHZ51,22,3,670
4073,W10004_0672/PHK76,W10004_0672,PHK76,19,3,384
4074,W10004_0672/PHP02,W10004_0672,PHP02,25,3,382
4075,W10004_0672/PHZ51,W10004_0672,PHZ51,45,3,670
4076,W10004_0673/PHK76,W10004_0673,PHK76,25,3,384
4077,W10004_0673/PHP02,W10004_0673,PHP02,28,3,382
4078,W10004_0673/PHZ51,W10004_0673,PHZ51,21,3,670
4079,W10004_0674/PHK76,W10004_0674,PHK76,15,3,384
4080,W10004_0674/PHP02,W10004_0674,PHP02,27,3,382
4081,W10004_0674/PHZ51,W10004_0674,PHZ51,21,3,670
4082,W10004_0675/PHK76,W10004_0675,PHK76,18,3,384
4083,W10004_0675/PHP02,W10004_0675,PHP02,25,3,382
4084,W10004_0675/PHZ51,W10004_0675,PHZ51,21,3,670
4085,W10004_0678/PHK76,W10004_0678,PHK76,20,3,384
4086,W10004_0678/PHP02,W10004_0678,PHP02,27,3,382
4087,W10004_0678/PHZ51,W10004_0678,PHZ51,44,3,670
4088,W10004_0680/PHK76,W10004_0680,PHK76,19,3,384
4089,W10004_0680/PHP02,W10004_0680,PHP02,26,3,382
4090,W10004_0680/PHZ51,W10004_0680,PHZ51,21,3,670
4091,W10004_0682/PHK76,W10004_0682,PHK76,24,3,384
4092,W10004_0682/PHP02,W10004_0682,PHP02,28,3,382
4093,W10004_0682/PHZ51,W10004_0682,PHZ51,45,3,670
4094,W10004_0684/PHK76,W10004_0684,PHK76,18,3,384
4095,W10004_0684/PHP02,W10004_0684,PHP02,27,3,382
4096,W10004_0684/PHZ51,W10004_0684,PHZ51,45,3,670
4097,W10004_0685/PHK76,W10004_0685,PHK76,19,3,384
4098,W10004_0685/PHP02,W10004_0685,PHP02,27,3,382
4099,W10004_0685/PHZ51,W10004_0685,PHZ51,46,3,670
4100,W10004_0687/PHK76,W10004_0687,PHK76,20,3,384
4101,W10004_0687/PHP02,W10004_0687,PHP02,27,3,382
4102,W10004_0687/PHZ51,W10004_0687,PHZ51,45,3,670
4103,W10004_0688/PHK76,W10004_0688,PHK76,21,3,384
4104,W10004_0688/PHP02,W10004_0688,PHP02,26,3,382
4105,W10004_0688/PHZ51,W10004_0688,PHZ51,44,3,670
4106,W10004_0689/PHK76,W10004_0689,PHK76,20,3,384
4107,W10004_0689/PHP02,W10004_0689,PHP02,26,3,382
4108,W10004_0689/PHZ51,W10004_0689,PHZ51,46,3,670
4109,W10004_0691/PHK76,W10004_0691,PHK76,21,3,384
4110,W10004_0691/PHP02,W10004_0691,PHP02,24,3,382
4111,W10004_0691/PHZ51,W10004_0691,PHZ51,21,3,670
4112,W10004_0695/PHK76,W10004_0695,PHK76,19,3,384
4113,W10004_0695/PHP02,W10004_0695,PHP02,26,3,382
